BidID,Timestamp,Region,City,Adexchange,Biddingprice,Payingprice
b8aba57e547b82b5a231c0511ad3d347,2013-06-12 00:01:30,3,Vh5zZAp1P62WFMj,"Mozilla/5.0 (iPad; CPU OS 6_0_2 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Mobile/9B176",,94
72dd807842ecfc05b37381d66e75a381,2013-06-12 00:01:37,3,Vh5zZApLOQasQoB,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17",,124
fefbf0d5874644b543d49a1fb4712e47,2013-06-12 00:01:43,3,Vh5zZApwL228jgk,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Mobile/9B176",,216
fefbf0d5874644b543d49a1fb4712e47,2013-06-12 00:01:43,3,Vh5zZApwDquTumz,Mozilla/5.0 (Windows; U; Windows NT 5.1; zh-CN; rv:1.9.2.8;baidu Transcoder) Gecko/20100722 Firefox/3.6.8 ( .NET CLR 3.5.30729),,216
1b0a979ed7bb29bb46baf6db1947e8bb,2013-06-12 00:02:02,3,Vh5zZApYP2mODob,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36",,106
c6797a575fa3d94b95d2089ee05bfb09,2013-06-12 00:01:59,3,Vh5zZApaDNcy3mC,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),,393
a4f2fce64a465a909abf85ee7ed907d6,2013-06-12 00:02:06,3,Vh5zZApU32a4kCC,Mozilla/5.0 (Windows NT 6.0; rv:21.0) Gecko/20100101 Firefox/21.0,,0
f32dbab983788328f8fa4302174d5049,2013-06-12 00:02:15,3,Vh5zZATAL2pVQQk,"Mozilla/5.0 (iPad; U; CPU OS 4_3_3 like Mac OS X; zh-cn) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8J2 Safari/6533.18.5",,146
3e98f301b22a63775df69f1b5f014472,2013-06-12 00:02:21,3,Vh5zZATHDUkyqQl,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Mobile/9B176",,183
dda30b60d81d443beee7dc5e3a24289b,2013-06-12 00:02:59,3,Vh5zZATOOlCfXZa,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",,3
