BidID,Timestamp,Region,City,Adexchange,Biddingprice,Payingprice
539f4f0d2f56a004a5e019b249427368,2013-06-10 00:01:10.844,2,Vh5hZAn93vMCqZl,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),,40
d28b28ac7a111dd6073df5895a1df524,2013-06-10 00:01:10.993,2,VhdhZixCOtf9tY2,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/6.0),,374
30756cd11ce3418270120544040f1041,2013-06-10 00:01:11.966,2,Vh5hZApiPvnywZ2,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",,3
946c79ba47031716e0a3756041fbfd0c,2013-06-10 00:01:12.293,2,VhkxZ5TQ3lqUFMn,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),,183
a6a4e4cf0f7657a3b6e4331c6b5fb0f3,2013-06-10 00:01:15.955,2,Vh5hZApp3U92FCa,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),,94
601f78506e7fcce4367dd7ec53d8d6be,2013-06-10 00:01:17.046,2,Vh5hZApHPc16wsB,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",,238
db89a262a8d32ebcad37042d31ebeea,2013-06-10 00:01:17.464,2,Vhk0PRj7DcMPDha,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",,80
941d24a33e0e8ec3f14f4f2a525f09cb,2013-06-10 00:01:17.514,2,Vh5hZApTL6C8wMC,"Mozilla/5.0 (Linux; U; Android 3.2; zh-cn; GT-P6200 Build/HTJ85B) AppleWebKit/534.13 (KHTML, like Gecko) Version/4.0 Safari/534.13",,216
e64d0fca8738b3fd0fb025a9765e3b3c,2013-06-10 00:01:21.073,2,Vh1KZ3FtPo24jmB,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.2),,201
f4f1925865610f79eaa2ca0911990f55,2013-06-10 00:01:21.508,2,VhnE1ikrPZs2agE,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",,134
ade715aabd3e7ab03f6813a3a973d8ed,2013-06-10 00:01:24.078,2,VhTiL584OTNZgfa,Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20100101 Firefox/21.0,,0
837899c3689e2bd03f92759bd6919a5,2013-06-10 00:01:27.623,2,VhTHZrqSDNTOFZj,"Mozilla/5.0 (iPad; CPU OS 5_0_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9A405 Safari/7534.48.3",,216
