BidID,Timestamp,Region,City,Adexchange,Biddingprice,Payingprice
e0df6d79d3757067aae1cb341e09a6d4,2013-06-08 00:01:07.400,2,VhC7OrqQLQmTaQl,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0),,374
7e43f54d97a0417b8624a2d6d50b95f9,2013-06-08 00:01:12.297,2,VhkxZApnPTqVGI2,"Mozilla/5.0 (iPad; CPU OS 6_0_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Mobile/9B176",,79
a504716c75664501d37a7293e07aa55a,2013-06-08 00:01:15.809,2,VhTALn563HscXdB,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),,124
92f6b533b46b9e220c71dd05ac5e120d,2013-06-08 00:01:17.931,2,Vhk01edaPUTCBYa,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",,216
6fa1206d3c75694d36cad3269518cb0,2013-06-08 00:01:21.591,2,VhdP1iqvDNNCJfk,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.84 Safari/535.11 SE 2.X MetaSr 1.0",,253
aa52ad2113c30c31efb89ebc4c3faaf1,2013-06-08 00:01:22.704,2,VhkRLAqePyN_Fbj,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),,3
ae1b416b461ace07076f17a39be34291,2013-06-08 00:01:23.080,2,Vh1_1wdpOIc9GZk,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; QQPinyinSetup 620),,275
d0d08c270ad1a2beb3fd78c6f1d7c649,2013-06-08 00:01:23.662,2,VhkR1ucxD4c8toC,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.12 (KHTML, like Gecko) Maxthon/3.0 Chrome/18.0.966.0 Safari/535.12",,374
1fee599ce31102d1721d1126e7781557,2013-06-08 00:01:23.775,2,VhkYPp5uOoTHDYE,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) MQQBrowser/2.8.1 Mobile/10B329 Safari/7534.48.3",,94
1eaa8f361238048112d72a758bb25400,2013-06-08 00:01:26.486,2,Vhk0CAu2PHlsQZl,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727),,201
3219c6b33ec12e4b337dba24cc90f4a5,2013-06-08 00:01:28.476,2,VhkxZApVLqKTjIl,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),,164
9f7b6dea39c8ceab2daae67b2bd5cde4,2013-06-08 00:01:42.923,2,Vhkr1DMcDe5PQOE,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE),,276
6fc9ade960f279eeb3ce7a34bfcf81ea,2013-06-08 00:01:47.931,2,VhkSPR5RDQkywYl,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1),,164
84741b4aaaa2798e5af7ce195e5630b0,2013-06-08 00:01:51.109,2,VhkxZAn9OQC4qZb,"Mozilla/5.0 (Linux; U; Android 4.1.2; zh-cn; Coolpad7295 Build/4.1.015.130106.7295; 540*960; CUCC/2.0) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 baiduboxapp/4.3 (Baidu; P1 4.1.2)",,201
81f7d562df9cea595bdec9287028d2b5,2013-06-08 00:01:54.883,2,VhdCP7NYO8ayDYL,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",,216
8a2f89cd70651e5993644ca6ae96b0f2,2013-06-08 00:01:56.241,2,VhTz1pplLqFckGb,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-us) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",,276
8dc7ab0d0ddc31baf8808353dc2d2ded,2013-06-08 00:02:12.142,2,Vh1KLwqdDekhaVf,"Mozilla/5.0 (Linux; U; Android 4.1.1; zh-cn; 9706-T Build/JRO03H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",,164
e46175bd163f06e1b35fe7dcffa599aa,2013-06-08 00:02:12.823,2,VhkxZATADoN2egB,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; Sicent; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; Media Center PC 6.0; LSIE 1.2.1.86),,298
b1c7cabecd2924b56896a7b3d69425a7,2013-06-08 00:02:16.285,2,Z0pK15MeLQuNw-a,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0),,298
6868b3f770686c41d60791265eb51154,2013-06-08 00:02:18.378,2,Vh16C5myP2a8qIC,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; SE 2.X MetaSr 1.0),,1
576e76b142084bc2f8499d11a6d93eb3,2013-06-08 00:02:28.357,2,VhkSODMSPQs6GgL,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; QQDownload 718; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022),,106
99e4e465fc56f27ef8e2ccf9e0532590,2013-06-08 00:02:37.238,2,VhdKODp13tRfDBc,CoolPad8020+_CMCC_TD/1.08 Linux/2.6.35 Android/2.3.5 Release/03.29.2012 Mozilla/5.0 AppleWebKit/533.1 Version/4.0 Mobile Safari/533.1,,1
7f4f7f4fedec0cbfd5684708d8cca556,2013-06-08 00:02:43.866,2,VhT2ZAl83tdVXOk,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B208 Safari/7534.48.3",,55
6a99fecb5ea28b645f5ed02eeec1b248,2013-06-08 00:02:45.486,2,Vh11LumnPQj8wOL,"Mozilla/5.0 (Linux; U; Android 4.1.2; zh-cn; GT-N7100 Build/JZO54K) AppleWebKit/533.1 (KHTML, like Gecko)Version/4.0 MQQBrowser/4.3 Mobile Safari/533.1",,2
61f997433e0213c6b367f7544c0f9dbb,2013-06-08 00:03:09.151,2,VhkR1ufI3TSPJWl,CoolPad8020+_CMCC_TD/1.08 Linux/2.6.35 Android/2.3.5 Release/03.29.2012 Mozilla/5.0 AppleWebKit/533.1 Version/4.0 Mobile Safari/533.1,,275
15b0d28e43adfa764ad7ff2348d87439,2013-06-08 00:03:44.744,2,VhkR1e5wOouVt-j,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0),,94
12644baba02e723a3526dd455b00402f,2013-06-08 00:04:16.015,2,VhkxZA12OHMCkGC,"Mozilla/5.0 (iPad; CPU OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) MQQBrowser/3.1 Mobile/10A523 Safari/7534.48.3",,106
84462b317aab02c89737499f77a99245,2013-06-08 00:04:17.029,2,VhkxZA1iOyTOqWz,"Mozilla/5.0 (Linux; U; Android 4.0.4; zh-cn; KPT A6 Build/IMM76D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",,216
b1d2c7eb40fe509030d007469c549816,2013-06-08 00:04:18.976,2,VhkxZA1Z3UMP3MR,"Mozilla/5.0 (iPad; CPU OS 5_0_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9A405 Safari/7534.48.3",,216
