BidID,Timestamp,Region,City,Adexchange,Biddingprice,Payingprice
610d5c3a45327fab671a1cf9906e2bb2,2013-06-07 00:01:07.839,2,VhkRZAn836FOgBb,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",,216
537be2a61603135356c2d26165ca3c70,2013-06-07 00:01:13.099,2,VhkrOkC7Ptuvqgl,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17",,238
2ef636cd0f0a92ace931679f932f086,2013-06-07 00:01:14.050,2,Vhk71asGDlm6aC2,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; SLCC1; .NET CLR 2.0.50727; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 3.0.30618),,216
a0fd98544b1277697f628508691df5a4,2013-06-07 00:01:17.163,2,Vhny1k5lDNjhQfC,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; MALN; BRI/2; .NET4.0C; SE 2.X MetaSr 1.0),,80
c7a4cfaed38164b461afe41092069f55,2013-06-07 00:01:19.303,2,VhkRZAp23qmCJb2,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),,40
fc03136c289be573606c91a247b4e1c9,2013-06-07 00:01:19.384,2,Vh1p1pmpP45fDMj,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0; MALC),,216
6cffc99bb3cc05643b15602b8c79a749,2013-06-07 00:01:19.870,2,6gfYZJz7Oe2y3QlAehlsQABAjeBTJIl,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727),,216
da50344ac2a867e8c12f0d7401bafe6a,2013-06-07 00:01:20.927,2,VhKP1iskPQ2WlhE,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; QQDownload 718; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0),,146
4d406cd1582a5fc8ec457ab8870032c5,2013-06-07 00:01:27.916,2,VhkRZAp63cKZFI2,"Mozilla/5.0 (Linux; U; Android 4.0.4; zh-cn; 5910 Build/IMM76I) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",,308
b45ac734a20124d041ae2570b2cfffee,2013-06-07 00:01:28.420,2,Z0p1Z5j43US-F-k,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0,,1
f7e66d599f2d52f10a98f2766cf33ad7,2013-06-07 00:01:39.561,2,Vhk71aMC3q9Zehl,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/6.0; BIDUBrowser 2.x),,134
17ad7ece4f6eed59d100442064c87f7c,2013-06-07 00:01:49.643,2,Vhk0C3q-OZay3MB,"Mozilla/5.0 (Linux; U; Android 4.0.4; zh-cn; ZTE N798 Build/IMM76D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",,106
4d0ace79d5208f6ddc74beec23393a87,2013-06-07 00:01:51.027,2,Vhk71v57Po1hqZb,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",,146
9bca0bace38efb4b83a5db707380cacd,2013-06-07 00:01:56.846,2,Vh1z1px-PlThlo2,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; BIDUBrowser 2.x),,40
f0467a897911c940ff657d3d7e94f93e,2013-06-07 00:01:58.576,2,VhkRZAp4Len9tYE,"Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) MQQBrowser/3.1 Mobile/9B206 Safari/7534.48.3",,65
